"date","city","rent_value","data_flag","source","last_seen"
"2005-08-01","Winnipeg","589.63","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2005-09-01","Calgary","703.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2005-09-01","Edmonton","676.60","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2005-09-01","Toronto","1003.79","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2005-09-01","Vancouver","946.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2005-09-01","Victoria","783.67","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2005-09-01","Winnipeg","589.63","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2005-10-01","Calgary","703.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2005-10-01","Edmonton","676.60","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2005-10-01","Toronto","1003.79","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2005-10-01","Vancouver","946.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2005-10-01","Victoria","783.67","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2005-10-01","Winnipeg","589.63","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2005-11-01","Calgary","703.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2005-11-01","Edmonton","676.60","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2005-11-01","Toronto","1003.79","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2005-11-01","Vancouver","946.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2005-11-01","Victoria","783.67","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2005-11-01","Winnipeg","589.63","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2005-12-01","Calgary","703.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2005-12-01","Edmonton","676.60","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2005-12-01","Toronto","1003.79","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2005-12-01","Vancouver","946.00","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2005-12-01","Victoria","783.67","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2005-12-01","Winnipeg","589.63","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2006-01-01","Calgary","838.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2006-01-01","Edmonton","742.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2006-01-01","Toronto","1018.14","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2006-01-01","Vancouver","973.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2006-01-01","Victoria","826.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2006-01-01","Winnipeg","616.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2006-02-01","Calgary","838.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2006-02-01","Edmonton","742.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2006-02-01","Toronto","1018.14","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2006-02-01","Vancouver","973.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2006-02-01","Victoria","826.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2006-02-01","Winnipeg","616.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2006-03-01","Calgary","838.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2006-03-01","Edmonton","742.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2006-03-01","Toronto","1018.14","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2006-03-01","Vancouver","973.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2006-03-01","Victoria","826.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2006-03-01","Winnipeg","616.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2006-04-01","Calgary","838.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2006-04-01","Edmonton","742.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2006-04-01","Toronto","1018.14","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2006-04-01","Vancouver","973.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2006-04-01","Victoria","826.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2006-04-01","Winnipeg","616.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2006-05-01","Calgary","838.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2006-05-01","Edmonton","742.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2006-05-01","Toronto","1018.14","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2006-05-01","Vancouver","973.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2006-05-01","Victoria","826.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2006-05-01","Winnipeg","616.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2006-06-01","Calgary","838.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2006-06-01","Edmonton","742.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2006-06-01","Toronto","1018.14","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2006-06-01","Vancouver","973.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2006-06-01","Victoria","826.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2006-06-01","Winnipeg","616.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2006-07-01","Calgary","838.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2006-07-01","Edmonton","742.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2006-07-01","Toronto","1018.14","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2006-07-01","Vancouver","973.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2006-07-01","Victoria","826.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2006-07-01","Winnipeg","616.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2006-08-01","Calgary","838.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2006-08-01","Edmonton","742.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2006-08-01","Toronto","1018.14","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2006-08-01","Vancouver","973.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2006-08-01","Victoria","826.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2006-08-01","Winnipeg","616.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2006-09-01","Calgary","838.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2006-09-01","Edmonton","742.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2006-09-01","Toronto","1018.14","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2006-09-01","Vancouver","973.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2006-09-01","Victoria","826.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2006-09-01","Winnipeg","616.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2006-10-01","Calgary","838.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2006-10-01","Edmonton","742.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2006-10-01","Toronto","1018.14","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2006-10-01","Vancouver","973.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2006-10-01","Victoria","826.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2006-10-01","Winnipeg","616.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2006-11-01","Calgary","838.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2006-11-01","Edmonton","742.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2006-11-01","Toronto","1018.14","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2006-11-01","Vancouver","973.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2006-11-01","Victoria","826.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2006-11-01","Winnipeg","616.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2006-12-01","Calgary","838.13","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2006-12-01","Edmonton","742.31","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2006-12-01","Toronto","1018.14","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2006-12-01","Vancouver","973.40","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2006-12-01","Victoria","826.33","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2006-12-01","Winnipeg","616.56","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2007-01-01","Calgary","964.80","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2007-01-01","Edmonton","885.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2007-01-01","Toronto","1009.87","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2007-01-01","Vancouver","1014.27","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2007-01-01","Victoria","861.20","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2007-01-01","Winnipeg","664.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2007-02-01","Calgary","964.80","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2007-02-01","Edmonton","885.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2007-02-01","Toronto","1009.87","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2007-02-01","Vancouver","1014.27","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2007-02-01","Victoria","861.20","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2007-02-01","Winnipeg","664.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2007-03-01","Calgary","964.80","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2007-03-01","Edmonton","885.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2007-03-01","Toronto","1009.87","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2007-03-01","Vancouver","1014.27","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2007-03-01","Victoria","861.20","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2007-03-01","Winnipeg","664.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2007-04-01","Calgary","964.80","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2007-04-01","Edmonton","885.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2007-04-01","Toronto","1009.87","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2007-04-01","Vancouver","1014.27","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2007-04-01","Victoria","861.20","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2007-04-01","Winnipeg","664.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2007-05-01","Calgary","964.80","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2007-05-01","Edmonton","885.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2007-05-01","Toronto","1009.87","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2007-05-01","Vancouver","1014.27","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2007-05-01","Victoria","861.20","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2007-05-01","Winnipeg","664.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2007-06-01","Calgary","964.80","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2007-06-01","Edmonton","885.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2007-06-01","Toronto","1009.87","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2007-06-01","Vancouver","1014.27","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2007-06-01","Victoria","861.20","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2007-06-01","Winnipeg","664.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2007-07-01","Calgary","964.80","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2007-07-01","Edmonton","885.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2007-07-01","Toronto","1009.87","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2007-07-01","Vancouver","1014.27","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2007-07-01","Victoria","861.20","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2007-07-01","Winnipeg","664.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2007-08-01","Calgary","964.80","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2007-08-01","Edmonton","885.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2007-08-01","Toronto","1009.87","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2007-08-01","Vancouver","1014.27","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2007-08-01","Victoria","861.20","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2007-08-01","Winnipeg","664.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2007-09-01","Calgary","964.80","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2007-09-01","Edmonton","885.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2007-09-01","Toronto","1009.87","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2007-09-01","Vancouver","1014.27","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2007-09-01","Victoria","861.20","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2007-09-01","Winnipeg","664.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2007-10-01","Calgary","964.80","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2007-10-01","Edmonton","885.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2007-10-01","Toronto","1009.87","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2007-10-01","Vancouver","1014.27","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2007-10-01","Victoria","861.20","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2007-10-01","Winnipeg","664.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2007-11-01","Calgary","964.80","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
"2007-11-01","Edmonton","885.50","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.363244+00"
"2007-11-01","Toronto","1009.87","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.365357+00"
"2007-11-01","Vancouver","1014.27","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.372729+00"
"2007-11-01","Victoria","861.20","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.379261+00"
"2007-11-01","Winnipeg","664.07","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.384233+00"
"2007-12-01","Calgary","964.80","DERIVED_ANNUAL","CMHC_Rental_Market_Survey","2025-10-23 22:12:47.358712+00"
